sale_id,product_id,customer_id,sale_date,sale_amount,location,country,processed
47,15,67,2023-09-11,678.45,Lisbon,Portugal,0
48,88,89,2023-01-22,299.99,Lagos,Nigeria,0
49,30,78,2023-03-14,543.21,New Castle,England,0
50,42,24,2023-07-23,875.99,San Antonio,United States,0
51,11,56,2023-11-04,432.10,Sochi,Russia,0
52,25,34,2024-01-19,764.32,Lviv,Ukraine,0
53,66,79,2023-02-11,199.95,Nairobi,Kenya,0
54,34,56,2024-05-21,875.34,San Jose,United States,0
55,1,1,2024-05-21,875.34,Porto,Portugal,0
56,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
57,12,78,2024-02-14,489.22,Bahia,Brazil,0
58,34,56,2024-05-21,875.34,Yanam,India,0
59,15,67,2023-09-11,678.45,Lisbon,Portugal,0
60,88,89,2023-01-22,299.99,Lagos,Nigeria,0
61,30,78,2023-03-14,543.21,New Castle,England,0
62,42,24,2023-07-23,875.99,San Antonio,United States,0
63,23,12,2023-04-21,348.67,Los Angeles,United States,0
64,23,12,2023-04-21,348.67,Los Angeles,United States,0
65,77,45,2023-10-15,124.89,Luanda,Angola,0
66,15,67,2023-09-11,678.45,Lisbon,Portugal,0
67,88,89,2023-01-22,299.99,Lagos,Nigeria,0
68,30,78,2023-03-14,543.21,New Castle,England,0
69,42,24,2023-07-23,875.99,San Antonio,United States,0
70,11,56,2023-11-04,432.10,Sochi,Russia,0
71,25,34,2024-01-19,764.32,Lviv,Ukraine,0
72,66,79,2023-02-11,199.95,Nairobi,Kenya,0
73,34,56,2024-05-21,875.34,San Jose,United States,0
74,1,1,2024-05-21,875.34,Porto,Portugal,0
75,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
76,12,78,2024-02-14,489.22,Bahia,Brazil,0
77,23,12,2023-04-21,348.67,Los Angeles,United States,0
78,77,45,2023-10-15,124.89,Luanda,Angola,0
79,15,67,2023-09-11,678.45,Lisbon,Portugal,0
80,88,89,2023-01-22,299.99,Lagos,Nigeria,0
81,30,78,2023-03-14,543.21,New Castle,England,0
82,42,24,2023-07-23,875.99,San Antonio,United States,0
83,11,56,2023-11-04,432.10,Sochi,Russia,0
84,25,34,2024-01-19,764.32,Lviv,Ukraine,0
85,66,79,2023-02-11,199.95,Nairobi,Kenya,0
86,34,56,2024-05-21,875.34,San Jose,United States,0
87,1,1,2024-05-21,875.34,Porto,Portugal,0
88,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
89,12,78,2024-02-14,489.22,Bahia,Brazil,0
90,15,67,2023-09-11,678.45,Lisbon,Portugal,0
91,88,89,2023-01-22,299.99,Lagos,Nigeria,0
92,30,78,2023-03-14,543.21,New Castle,England,0
93,42,24,2023-07-23,875.99,San Antonio,United States,0
94,23,12,2023-04-21,348.67,Los Angeles,United States,0
95,23,12,2023-04-21,348.67,Los Angeles,United States,0
96,77,45,2023-10-15,124.89,Luanda,Angola,0
97,15,67,2023-09-11,678.45,Lisbon,Portugal,0
98,88,89,2023-01-22,299.99,Lagos,Nigeria,0
99,30,78,2023-03-14,543.21,New Castle,England,0
100,42,24,2023-07-23,875.99,San Antonio,United States,0
101,11,56,2023-11-04,432.10,Sochi,Russia,0
102,25,34,2024-01-19,764.32,Lviv,Ukraine,0
103,66,79,2023-02-11,199.95,Nairobi,Kenya,0
104,34,56,2024-05-21,875.34,San Jose,United States,0
105,1,1,2024-05-21,875.34,Porto,Portugal,0
106,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
107,12,78,2024-02-14,489.22,Bahia,Brazil,0
108,23,12,2023-04-21,348.67,Los Angeles,United States,0
109,77,45,2023-10-15,124.89,Luanda,Angola,0
110,15,67,2023-09-11,678.45,Lisbon,Portugal,0
111,88,89,2023-01-22,299.99,Lagos,Nigeria,0
112,30,78,2023-03-14,543.21,New Castle,England,0
113,42,24,2023-07-23,875.99,San Antonio,United States,0
114,11,56,2023-11-04,432.10,Sochi,Russia,0
115,25,34,2024-01-19,764.32,Lviv,Ukraine,0
116,66,79,2023-02-11,199.95,Nairobi,Kenya,0
117,34,56,2024-05-21,875.34,San Jose,United States,0
118,1,1,2024-05-21,875.34,Porto,Portugal,0
119,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
120,12,78,2024-02-14,489.22,Bahia,Brazil,0
121,15,67,2023-09-11,678.45,Lisbon,Portugal,0
122,88,89,2023-01-22,299.99,Lagos,Nigeria,0
123,30,78,2023-03-14,543.21,New Castle,England,0
124,42,24,2023-07-23,875.99,San Antonio,United States,0
125,23,12,2023-04-21,348.67,Los Angeles,United States,0
126,23,12,2023-04-21,348.67,Los Angeles,United States,0
127,77,45,2023-10-15,124.89,Luanda,Angola,0
128,15,67,2023-09-11,678.45,Lisbon,Portugal,0
129,88,89,2023-01-22,299.99,Lagos,Nigeria,0
130,30,78,2023-03-14,543.21,New Castle,England,0
131,42,24,2023-07-23,875.99,San Antonio,United States,0
132,11,56,2023-11-04,432.10,Sochi,Russia,0
133,25,34,2024-01-19,764.32,Lviv,Ukraine,0
134,66,79,2023-02-11,199.95,Nairobi,Kenya,0
135,34,56,2024-05-21,875.34,San Jose,United States,0
136,1,1,2024-05-21,875.34,Porto,Portugal,0
137,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
138,12,78,2024-02-14,489.22,Bahia,Brazil,0
139,23,12,2023-04-21,348.67,Los Angeles,United States,0
140,77,45,2023-10-15,124.89,Luanda,Angola,0
141,15,67,2023-09-11,678.45,Lisbon,Portugal,0
142,88,89,2023-01-22,299.99,Lagos,Nigeria,0
143,30,78,2023-03-14,543.21,New Castle,England,0
144,42,24,2023-07-23,875.99,San Antonio,United States,0
145,11,56,2023-11-04,432.10,Sochi,Russia,0
146,25,34,2024-01-19,764.32,Lviv,Ukraine,0
147,66,79,2023-02-11,199.95,Nairobi,Kenya,0
148,34,56,2024-05-21,875.34,San Jose,United States,0
149,1,1,2024-05-21,875.34,Porto,Portugal,0
150,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
151,12,78,2024-02-14,489.22,Bahia,Brazil,0
152,15,67,2023-09-11,678.45,Lisbon,Portugal,0
153,88,89,2023-01-22,299.99,Lagos,Nigeria,0
154,30,78,2023-03-14,543.21,New Castle,England,0
155,42,24,2023-07-23,875.99,San Antonio,United States,0
156,23,12,2023-04-21,348.67,Los Angeles,United States,0
157,23,12,2023-04-21,348.67,Los Angeles,United States,0
158,77,45,2023-10-15,124.89,Luanda,Angola,0
159,15,67,2023-09-11,678.45,Lisbon,Portugal,0
160,88,89,2023-01-22,299.99,Lagos,Nigeria,0
161,30,78,2023-03-14,543.21,New Castle,England,0
162,42,24,2023-07-23,875.99,San Antonio,United States,0
163,11,56,2023-11-04,432.10,Sochi,Russia,0
164,25,34,2024-01-19,764.32,Lviv,Ukraine,0
165,66,79,2023-02-11,199.95,Nairobi,Kenya,0
166,34,56,2024-05-21,875.34,San Jose,United States,0
167,1,1,2024-05-21,875.34,Porto,Portugal,0
168,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
169,12,78,2024-02-14,489.22,Bahia,Brazil,0
170,23,12,2023-04-21,348.67,Los Angeles,United States,0
171,77,45,2023-10-15,124.89,Luanda,Angola,0
172,15,67,2023-09-11,678.45,Lisbon,Portugal,0
173,88,89,2023-01-22,299.99,Lagos,Nigeria,0
174,30,78,2023-03-14,543.21,New Castle,England,0
175,42,24,2023-07-23,875.99,San Antonio,United States,0
176,11,56,2023-11-04,432.10,Sochi,Russia,0
177,25,34,2024-01-19,764.32,Lviv,Ukraine,0
178,66,79,2023-02-11,199.95,Nairobi,Kenya,0
179,34,56,2024-05-21,875.34,San Jose,United States,0
180,1,1,2024-05-21,875.34,Porto,Portugal,0
181,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
182,12,78,2024-02-14,489.22,Bahia,Brazil,0
183,15,67,2023-09-11,678.45,Lisbon,Portugal,0
184,88,89,2023-01-22,299.99,Lagos,Nigeria,0
185,30,78,2023-03-14,543.21,New Castle,England,0
186,42,24,2023-07-23,875.99,San Antonio,United States,0
187,23,12,2023-04-21,348.67,Los Angeles,United States,0
188,23,12,2023-04-21,348.67,Los Angeles,United States,0
189,77,45,2023-10-15,124.89,Luanda,Angola,0
190,15,67,2023-09-11,678.45,Lisbon,Portugal,0
191,88,89,2023-01-22,299.99,Lagos,Nigeria,0
192,30,78,2023-03-14,543.21,New Castle,England,0
193,42,24,2023-07-23,875.99,San Antonio,United States,0
194,11,56,2023-11-04,432.10,Sochi,Russia,0
195,25,34,2024-01-19,764.32,Lviv,Ukraine,0
196,66,79,2023-02-11,199.95,Nairobi,Kenya,0
197,34,56,2024-05-21,875.34,San Jose,United States,0
198,1,1,2024-05-21,875.34,Porto,Portugal,0
199,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
200,12,78,2024-02-14,489.22,Bahia,Brazil,0
201,23,12,2023-04-21,348.67,Los Angeles,United States,0
202,77,45,2023-10-15,124.89,Luanda,Angola,0
203,15,67,2023-09-11,678.45,Lisbon,Portugal,0
204,88,89,2023-01-22,299.99,Lagos,Nigeria,0
205,30,78,2023-03-14,543.21,New Castle,England,0
206,42,24,2023-07-23,875.99,San Antonio,United States,0
207,11,56,2023-11-04,432.10,Sochi,Russia,0
208,25,34,2024-01-19,764.32,Lviv,Ukraine,0
209,66,79,2023-02-11,199.95,Nairobi,Kenya,0
210,34,56,2024-05-21,875.34,San Jose,United States,0
211,1,1,2024-05-21,875.34,Porto,Portugal,0
212,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
213,12,78,2024-02-14,489.22,Bahia,Brazil,0
214,15,67,2023-09-11,678.45,Lisbon,Portugal,0
215,88,89,2023-01-22,299.99,Lagos,Nigeria,0
216,30,78,2023-03-14,543.21,New Castle,England,0
217,42,24,2023-07-23,875.99,San Antonio,United States,0
218,23,12,2023-04-21,348.67,Los Angeles,United States,0
219,23,12,2023-04-21,348.67,Los Angeles,United States,0
220,77,45,2023-10-15,124.89,Luanda,Angola,0
221,15,67,2023-09-11,678.45,Lisbon,Portugal,0
222,88,89,2023-01-22,299.99,Lagos,Nigeria,0
223,30,78,2023-03-14,543.21,New Castle,England,0
224,42,24,2023-07-23,875.99,San Antonio,United States,0
225,11,56,2023-11-04,432.10,Sochi,Russia,0
226,25,34,2024-01-19,764.32,Lviv,Ukraine,0
227,66,79,2023-02-11,199.95,Nairobi,Kenya,0
228,34,56,2024-05-21,875.34,San Jose,United States,0
229,1,1,2024-05-21,875.34,Porto,Portugal,0
230,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
231,12,78,2024-02-14,489.22,Bahia,Brazil,0
232,23,12,2023-04-21,348.67,Los Angeles,United States,0
233,77,45,2023-10-15,124.89,Luanda,Angola,0
234,15,67,2023-09-11,678.45,Lisbon,Portugal,0
235,88,89,2023-01-22,299.99,Lagos,Nigeria,0
236,30,78,2023-03-14,543.21,New Castle,England,0
237,42,24,2023-07-23,875.99,San Antonio,United States,0
238,11,56,2023-11-04,432.10,Sochi,Russia,0
239,25,34,2024-01-19,764.32,Lviv,Ukraine,0
240,66,79,2023-02-11,199.95,Nairobi,Kenya,0
241,34,56,2024-05-21,875.34,San Jose,United States,0
242,1,1,2024-05-21,875.34,Porto,Portugal,0
243,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
244,12,78,2024-02-14,489.22,Bahia,Brazil,0
245,15,67,2023-09-11,678.45,Lisbon,Portugal,0
246,88,89,2023-01-22,299.99,Lagos,Nigeria,0
247,30,78,2023-03-14,543.21,New Castle,England,0
248,42,24,2023-07-23,875.99,San Antonio,United States,0
249,23,12,2023-04-21,348.67,Los Angeles,United States,0
250,23,12,2023-04-21,348.67,Los Angeles,United States,0
251,77,45,2023-10-15,124.89,Luanda,Angola,0
252,15,67,2023-09-11,678.45,Lisbon,Portugal,0
253,88,89,2023-01-22,299.99,Lagos,Nigeria,0
254,30,78,2023-03-14,543.21,New Castle,England,0
255,42,24,2023-07-23,875.99,San Antonio,United States,0
256,11,56,2023-11-04,432.10,Sochi,Russia,0
257,25,34,2024-01-19,764.32,Lviv,Ukraine,0
258,66,79,2023-02-11,199.95,Nairobi,Kenya,0
259,34,56,2024-05-21,875.34,San Jose,United States,0
260,1,1,2024-05-21,875.34,Porto,Portugal,0
261,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
262,12,78,2024-02-14,489.22,Bahia,Brazil,0
263,23,12,2023-04-21,348.67,Los Angeles,United States,0
264,77,45,2023-10-15,124.89,Luanda,Angola,0
265,15,67,2023-09-11,678.45,Lisbon,Portugal,0
266,88,89,2023-01-22,299.99,Lagos,Nigeria,0
267,30,78,2023-03-14,543.21,New Castle,England,0
268,42,24,2023-07-23,875.99,San Antonio,United States,0
269,11,56,2023-11-04,432.10,Sochi,Russia,0
270,25,34,2024-01-19,764.32,Lviv,Ukraine,0
271,66,79,2023-02-11,199.95,Nairobi,Kenya,0
272,34,56,2024-05-21,875.34,San Jose,United States,0
273,1,1,2024-05-21,875.34,Porto,Portugal,0
274,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
275,12,78,2024-02-14,489.22,Bahia,Brazil,0
276,15,67,2023-09-11,678.45,Lisbon,Portugal,0
277,88,89,2023-01-22,299.99,Lagos,Nigeria,0
278,30,78,2023-03-14,543.21,New Castle,England,0
279,42,24,2023-07-23,875.99,San Antonio,United States,0
280,23,12,2023-04-21,348.67,Los Angeles,United States,0
281,23,12,2023-04-21,348.67,Los Angeles,United States,0
282,77,45,2023-10-15,124.89,Luanda,Angola,0
283,15,67,2023-09-11,678.45,Lisbon,Portugal,0
284,88,89,2023-01-22,299.99,Lagos,Nigeria,0
285,30,78,2023-03-14,543.21,New Castle,England,0
286,42,24,2023-07-23,875.99,San Antonio,United States,0
287,11,56,2023-11-04,432.10,Sochi,Russia,0
288,25,34,2024-01-19,764.32,Lviv,Ukraine,0
289,66,79,2023-02-11,199.95,Nairobi,Kenya,0
290,34,56,2024-05-21,875.34,San Jose,United States,0
291,1,1,2024-05-21,875.34,Porto,Portugal,0
292,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
293,12,78,2024-02-14,489.22,Bahia,Brazil,0
294,23,12,2023-04-21,348.67,Los Angeles,United States,0
295,77,45,2023-10-15,124.89,Luanda,Angola,0
296,15,67,2023-09-11,678.45,Lisbon,Portugal,0
297,88,89,2023-01-22,299.99,Lagos,Nigeria,0
298,30,78,2023-03-14,543.21,New Castle,England,0
299,42,24,2023-07-23,875.99,San Antonio,United States,0
300,11,56,2023-11-04,432.10,Sochi,Russia,0
301,25,34,2024-01-19,764.32,Lviv,Ukraine,0
302,66,79,2023-02-11,199.95,Nairobi,Kenya,0
303,34,56,2024-05-21,875.34,San Jose,United States,0
304,1,1,2024-05-21,875.34,Porto,Portugal,0
305,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
306,12,78,2024-02-14,489.22,Bahia,Brazil,0
307,15,67,2023-09-11,678.45,Lisbon,Portugal,0
308,88,89,2023-01-22,299.99,Lagos,Nigeria,0
309,30,78,2023-03-14,543.21,New Castle,England,0
310,42,24,2023-07-23,875.99,San Antonio,United States,0
311,23,12,2023-04-21,348.67,Los Angeles,United States,0
312,23,12,2023-04-21,348.67,Los Angeles,United States,0
313,77,45,2023-10-15,124.89,Luanda,Angola,0
314,15,67,2023-09-11,678.45,Lisbon,Portugal,0
315,88,89,2023-01-22,299.99,Lagos,Nigeria,0
316,30,78,2023-03-14,543.21,New Castle,England,0
317,42,24,2023-07-23,875.99,San Antonio,United States,0
318,11,56,2023-11-04,432.10,Sochi,Russia,0
319,25,34,2024-01-19,764.32,Lviv,Ukraine,0
320,66,79,2023-02-11,199.95,Nairobi,Kenya,0
321,34,56,2024-05-21,875.34,San Jose,United States,0
322,1,1,2024-05-21,875.34,Porto,Portugal,0
323,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
324,12,78,2024-02-14,489.22,Bahia,Brazil,0
325,23,12,2023-04-21,348.67,Los Angeles,United States,0
326,77,45,2023-10-15,124.89,Luanda,Angola,0
327,15,67,2023-09-11,678.45,Lisbon,Portugal,0
328,88,89,2023-01-22,299.99,Lagos,Nigeria,0
329,30,78,2023-03-14,543.21,New Castle,England,0
330,42,24,2023-07-23,875.99,San Antonio,United States,0
331,11,56,2023-11-04,432.10,Sochi,Russia,0
332,25,34,2024-01-19,764.32,Lviv,Ukraine,0
333,66,79,2023-02-11,199.95,Nairobi,Kenya,0
334,34,56,2024-05-21,875.34,San Jose,United States,0
335,1,1,2024-05-21,875.34,Porto,Portugal,0
336,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
337,12,78,2024-02-14,489.22,Bahia,Brazil,0
338,15,67,2023-09-11,678.45,Lisbon,Portugal,0
339,88,89,2023-01-22,299.99,Lagos,Nigeria,0
340,30,78,2023-03-14,543.21,New Castle,England,0
341,42,24,2023-07-23,875.99,San Antonio,United States,0
342,23,12,2023-04-21,348.67,Los Angeles,United States,0
343,23,12,2023-04-21,348.67,Los Angeles,United States,0
344,77,45,2023-10-15,124.89,Luanda,Angola,0
345,15,67,2023-09-11,678.45,Lisbon,Portugal,0
346,88,89,2023-01-22,299.99,Lagos,Nigeria,0
347,30,78,2023-03-14,543.21,New Castle,England,0
348,42,24,2023-07-23,875.99,San Antonio,United States,0
349,11,56,2023-11-04,432.10,Sochi,Russia,0
350,25,34,2024-01-19,764.32,Lviv,Ukraine,0
351,66,79,2023-02-11,199.95,Nairobi,Kenya,0
352,34,56,2024-05-21,875.34,San Jose,United States,0
353,1,1,2024-05-21,875.34,Porto,Portugal,0
354,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
355,12,78,2024-02-14,489.22,Bahia,Brazil,0
356,23,12,2023-04-21,348.67,Los Angeles,United States,0
357,77,45,2023-10-15,124.89,Luanda,Angola,0
358,15,67,2023-09-11,678.45,Lisbon,Portugal,0
359,88,89,2023-01-22,299.99,Lagos,Nigeria,0
360,30,78,2023-03-14,543.21,New Castle,England,0
361,42,24,2023-07-23,875.99,San Antonio,United States,0
362,11,56,2023-11-04,432.10,Sochi,Russia,0
363,25,34,2024-01-19,764.32,Lviv,Ukraine,0
364,66,79,2023-02-11,199.95,Nairobi,Kenya,0
365,34,56,2024-05-21,875.34,San Jose,United States,0
366,1,1,2024-05-21,875.34,Porto,Portugal,0
367,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
368,12,78,2024-02-14,489.22,Bahia,Brazil,0
369,15,67,2023-09-11,678.45,Lisbon,Portugal,0
370,88,89,2023-01-22,299.99,Lagos,Nigeria,0
371,30,78,2023-03-14,543.21,New Castle,England,0
372,42,24,2023-07-23,875.99,San Antonio,United States,0
373,23,12,2023-04-21,348.67,Los Angeles,United States,0
374,23,12,2023-04-21,348.67,Los Angeles,United States,0
375,77,45,2023-10-15,124.89,Luanda,Angola,0
376,15,67,2023-09-11,678.45,Lisbon,Portugal,0
377,88,89,2023-01-22,299.99,Lagos,Nigeria,0
378,30,78,2023-03-14,543.21,New Castle,England,0
379,42,24,2023-07-23,875.99,San Antonio,United States,0
380,11,56,2023-11-04,432.10,Sochi,Russia,0
381,25,34,2024-01-19,764.32,Lviv,Ukraine,0
382,66,79,2023-02-11,199.95,Nairobi,Kenya,0
383,34,56,2024-05-21,875.34,San Jose,United States,0
384,1,1,2024-05-21,875.34,Porto,Portugal,0
385,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
386,12,78,2024-02-14,489.22,Bahia,Brazil,0
387,23,12,2023-04-21,348.67,Los Angeles,United States,0
388,77,45,2023-10-15,124.89,Luanda,Angola,0
389,15,67,2023-09-11,678.45,Lisbon,Portugal,0
390,88,89,2023-01-22,299.99,Lagos,Nigeria,0
391,30,78,2023-03-14,543.21,New Castle,England,0
392,42,24,2023-07-23,875.99,San Antonio,United States,0
393,11,56,2023-11-04,432.10,Sochi,Russia,0
394,25,34,2024-01-19,764.32,Lviv,Ukraine,0
395,66,79,2023-02-11,199.95,Nairobi,Kenya,0
396,34,56,2024-05-21,875.34,San Jose,United States,0
397,1,1,2024-05-21,875.34,Porto,Portugal,0
398,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
399,12,78,2024-02-14,489.22,Bahia,Brazil,0
400,15,67,2023-09-11,678.45,Lisbon,Portugal,0
401,88,89,2023-01-22,299.99,Lagos,Nigeria,0
402,30,78,2023-03-14,543.21,New Castle,England,0
403,42,24,2023-07-23,875.99,San Antonio,United States,0
404,23,12,2023-04-21,348.67,Los Angeles,United States,0
405,23,12,2023-04-21,348.67,Los Angeles,United States,0
406,77,45,2023-10-15,124.89,Luanda,Angola,0
407,15,67,2023-09-11,678.45,Lisbon,Portugal,0
408,88,89,2023-01-22,299.99,Lagos,Nigeria,0
409,30,78,2023-03-14,543.21,New Castle,England,0
410,42,24,2023-07-23,875.99,San Antonio,United States,0
411,11,56,2023-11-04,432.10,Sochi,Russia,0
412,25,34,2024-01-19,764.32,Lviv,Ukraine,0
413,66,79,2023-02-11,199.95,Nairobi,Kenya,0
414,34,56,2024-05-21,875.34,San Jose,United States,0
415,1,1,2024-05-21,875.34,Porto,Portugal,0
416,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
417,12,78,2024-02-14,489.22,Bahia,Brazil,0
418,23,12,2023-04-21,348.67,Los Angeles,United States,0
419,77,45,2023-10-15,124.89,Luanda,Angola,0
420,15,67,2023-09-11,678.45,Lisbon,Portugal,0
421,88,89,2023-01-22,299.99,Lagos,Nigeria,0
422,30,78,2023-03-14,543.21,New Castle,England,0
423,42,24,2023-07-23,875.99,San Antonio,United States,0
424,11,56,2023-11-04,432.10,Sochi,Russia,0
425,25,34,2024-01-19,764.32,Lviv,Ukraine,0
426,66,79,2023-02-11,199.95,Nairobi,Kenya,0
427,34,56,2024-05-21,875.34,San Jose,United States,0
428,1,1,2024-05-21,875.34,Porto,Portugal,0
429,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
430,12,78,2024-02-14,489.22,Bahia,Brazil,0
431,15,67,2023-09-11,678.45,Lisbon,Portugal,0
432,88,89,2023-01-22,299.99,Lagos,Nigeria,0
433,30,78,2023-03-14,543.21,New Castle,England,0
434,42,24,2023-07-23,875.99,San Antonio,United States,0
435,23,12,2023-04-21,348.67,Los Angeles,United States,0
436,23,12,2023-04-21,348.67,Los Angeles,United States,0
437,77,45,2023-10-15,124.89,Luanda,Angola,0
438,15,67,2023-09-11,678.45,Lisbon,Portugal,0
439,88,89,2023-01-22,299.99,Lagos,Nigeria,0
440,30,78,2023-03-14,543.21,New Castle,England,0
441,42,24,2023-07-23,875.99,San Antonio,United States,0
442,11,56,2023-11-04,432.10,Sochi,Russia,0
443,25,34,2024-01-19,764.32,Lviv,Ukraine,0
444,66,79,2023-02-11,199.95,Nairobi,Kenya,0
445,34,56,2024-05-21,875.34,San Jose,United States,0
446,1,1,2024-05-21,875.34,Porto,Portugal,0
447,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
448,12,78,2024-02-14,489.22,Bahia,Brazil,0
449,23,12,2023-04-21,348.67,Los Angeles,United States,0
450,77,45,2023-10-15,124.89,Luanda,Angola,0
451,15,67,2023-09-11,678.45,Lisbon,Portugal,0
452,88,89,2023-01-22,299.99,Lagos,Nigeria,0
453,30,78,2023-03-14,543.21,New Castle,England,0
454,42,24,2023-07-23,875.99,San Antonio,United States,0
455,11,56,2023-11-04,432.10,Sochi,Russia,0
456,25,34,2024-01-19,764.32,Lviv,Ukraine,0
457,66,79,2023-02-11,199.95,Nairobi,Kenya,0
458,34,56,2024-05-21,875.34,San Jose,United States,0
459,1,1,2024-05-21,875.34,Porto,Portugal,0
460,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
461,12,78,2024-02-14,489.22,Bahia,Brazil,0
462,15,67,2023-09-11,678.45,Lisbon,Portugal,0
463,88,89,2023-01-22,299.99,Lagos,Nigeria,0
464,30,78,2023-03-14,543.21,New Castle,England,0
465,42,24,2023-07-23,875.99,San Antonio,United States,0
466,23,12,2023-04-21,348.67,Los Angeles,United States,0
467,23,12,2023-04-21,348.67,Los Angeles,United States,0
468,77,45,2023-10-15,124.89,Luanda,Angola,0
469,15,67,2023-09-11,678.45,Lisbon,Portugal,0
470,88,89,2023-01-22,299.99,Lagos,Nigeria,0
471,30,78,2023-03-14,543.21,New Castle,England,0
472,42,24,2023-07-23,875.99,San Antonio,United States,0
473,11,56,2023-11-04,432.10,Sochi,Russia,0
474,25,34,2024-01-19,764.32,Lviv,Ukraine,0
475,66,79,2023-02-11,199.95,Nairobi,Kenya,0
476,34,56,2024-05-21,875.34,San Jose,United States,0
477,1,1,2024-05-21,875.34,Porto,Portugal,0
478,2,3,2024-05-21,875.34,Sao Paulo,Brazil,0
479,12,78,2024-02-14,489.22,Bahia,Brazil,0
480,23,12,2023-04-21,348.67,Los Angeles,United States,0
481,77,45,2023-10-15,124.89,Luanda,Angola,0
482,15,67,2023-09-11,678.45,Lisbon,Portugal,0
483,88,89,2023-01-22,299.99,Lagos,Nigeria,0
484,30,78,2023-03-14,543.21,New Castle,England,0
